Date,Value
4/12/2013,0.995274946
4/15/2013,0.984465901
4/16/2013,0.995915855
4/17/2013,1.012211167
4/18/2013,0.987833768
4/19/2013,1.007292711
4/22/2013,1.018915632
4/23/2013,0.997146324
4/24/2013,1.023194211
4/25/2013,1.00596817
4/26/2013,0.996987652
4/30/2013,0.998324019
5/1/2013,0.995562271
5/2/2013,0.992368512
5/7/2013,1.035504511
5/8/2013,1.007436418
5/9/2013,0.993405292
5/10/2013,1.029317559
5/13/2013,1.011957518
5/14/2013,0.99839063
5/15/2013,1.022875779
5/16/2013,0.996105596
5/17/2013,1.00670867
5/20/2013,1.014710509
5/21/2013,1.001315683
5/22/2013,1.016009357
5/23/2013,0.926840706
5/24/2013,1.00886978
5/27/2013,0.967849348
5/28/2013,1.011973009
5/29/2013,1.001011704
5/30/2013,0.948526734
5/31/2013,1.013651435
6/3/2013,0.962777724
6/4/2013,1.020505439
6/5/2013,0.961659608
6/6/2013,0.991482774
6/7/2013,0.997947209
6/10/2013,1.049440375
6/11/2013,0.985453813
6/12/2013,0.99787501
6/13/2013,0.936494839
6/14/2013,1.019375837
6/17/2013,1.027320384
6/18/2013,0.998017371
6/19/2013,1.018292791
6/20/2013,0.982586952
6/21/2013,1.016562179
6/24/2013,0.987350872
6/25/2013,0.992846819
6/26/2013,0.989565384
6/27/2013,1.02957299
6/28/2013,1.035098101
7/1/2013,1.012808042
7/2/2013,1.01777587
7/3/2013,0.996937268
7/4/2013,0.997393922
7/5/2013,1.020760504
7/8/2013,0.985979713
7/9/2013,1.025767368
7/10/2013,0.996109917
7/11/2013,1.003883056
7/12/2013,1.002326463
7/16/2013,1.006402076
7/17/2013,1.001090471
7/18/2013,1.013237046
7/19/2013,0.985238894
7/22/2013,1.004669657
7/23/2013,1.008218679
7/24/2013,0.996804178
7/25/2013,0.988571897
7/26/2013,0.970270459
7/29/2013,0.966818738
7/30/2013,1.01527622
7/31/2013,0.985472054
8/1/2013,1.024688419
8/2/2013,1.032871498
8/5/2013,0.985613313
8/6/2013,1.010030799
8/7/2013,0.95999467
8/8/2013,0.984131515
8/9/2013,1.000707862
8/12/2013,0.992966625
8/13/2013,1.025708948
8/14/2013,1.013208348
8/15/2013,0.978845812
8/16/2013,0.992523048
8/19/2013,1.007913455
8/20/2013,0.973706456
8/21/2013,1.002086399
8/22/2013,0.995593065
8/23/2013,1.02210072
8/26/2013,0.998223385
8/27/2013,0.993113213
8/28/2013,0.984942801
8/29/2013,1.009090255
8/30/2013,0.994736171
9/2/2013,1.013747217
9/3/2013,1.029877175
9/4/2013,1.005396145
9/5/2013,1.000779159
9/6/2013,0.985494963
9/9/2013,1.024848541
9/10/2013,1.015355603
9/11/2013,1.000118555
9/12/2013,0.997379508
9/13/2013,1.00120943
9/17/2013,0.99354376
9/18/2013,1.013533741
9/19/2013,1.017980893
9/20/2013,0.998390933
9/23/2013,1
9/24/2013,0.999334602
9/25/2013,0.992392382
9/26/2013,1.012215005
9/27/2013,0.997361343
9/30/2013,0.979385565
10/1/2013,1.002000576
10/2/2013,0.978306139
10/3/2013,0.999065647
10/4/2013,0.990609728
10/7/2013,0.987807652
10/8/2013,1.002980516
10/9/2013,1.010308277
10/10/2013,1.011174805
10/11/2013,1.014796377
10/14/2013,1
10/15/2013,1.002554701
10/16/2013,1.001772637
10/17/2013,1.008251121
10/18/2013,0.998288163
10/21/2013,1.009067054
10/22/2013,1.00133934
10/23/2013,0.980480166
10/24/2013,1.004184122
10/25/2013,0.972510807
10/28/2013,1.021851608
10/29/2013,0.995133414
10/30/2013,1.012311139
10/31/2013,0.98797373
11/1/2013,0.991180162
11/5/2013,1.001675857
11/6/2013,1.007869001
11/7/2013,0.992406585
11/8/2013,0.990045246
11/11/2013,1.012993728
11/12/2013,1.022343618
11/13/2013,0.998524916
11/14/2013,1.021229258
11/15/2013,1.019460997
11/18/2013,0.999893174
11/19/2013,0.997511244
11/20/2013,0.996662857
11/21/2013,1.0192039
11/22/2013,1.001049104
11/25/2013,1.015434565
11/26/2013,0.993348564
11/27/2013,0.995771232
11/28/2013,1.017960963
11/29/2013,0.995851116
12/2/2013,0.999565837
12/3/2013,1.006042122
12/4/2013,0.978303041
12/5/2013,0.985043413
12/6/2013,1.008062606
12/9/2013,1.022898876
12/10/2013,0.997514385
12/11/2013,0.993834598
12/12/2013,0.988834122
12/13/2013,1.003994965
12/16/2013,0.983756515
12/17/2013,1.008296738
12/18/2013,1.020235448
12/19/2013,1.017412331
12/20/2013,1.000706226
12/23/2013,1
12/24/2013,1.001191535
12/25/2013,1.007593785
12/26/2013,1.010271724
12/27/2013,1.000278217
12/30/2013,1.006945395
1/6/2014,0.97652554
1/7/2014,0.994059307
1/8/2014,1.019417787
1/9/2014,0.985043522
1/10/2014,1.001998037
1/13/2014,1
1/14/2014,0.969227165
1/15/2014,1.025049932
1/16/2014,0.99610783
1/17/2014,0.999190952
1/20/2014,0.994103371
1/21/2014,1.009863408
1/22/2014,1.001582683
1/23/2014,0.992094644
1/24/2014,0.980610842
1/27/2014,0.974932423
1/28/2014,0.998295963
1/29/2014,1.026952315
1/30/2014,0.975503589
1/31/2014,0.993834282
2/3/2014,0.980193785
2/4/2014,0.958228693
2/5/2014,1.012271873
2/6/2014,0.998218682
2/7/2014,1.021708755
2/10/2014,1.017696199
2/12/2014,1.005552238
2/13/2014,0.98207309
2/14/2014,0.984746204
2/17/2014,1.005594907
2/18/2014,1.031273983
2/19/2014,0.994831994
2/20/2014,0.978508791
2/21/2014,1.02882449
2/24/2014,0.998117123
2/25/2014,1.014417343
2/26/2014,0.994643102
2/27/2014,0.996803188
2/28/2014,0.994502484
3/3/2014,0.987275861
3/4/2014,1.004726243
3/5/2014,1.011965469
3/6/2014,1.015916634
3/7/2014,1.009205326
3/10/2014,0.989922093
3/11/2014,1.006876306
3/12/2014,0.974138344
3/13/2014,0.999028402
3/14/2014,0.967040972
3/17/2014,0.996510928
3/18/2014,1.009357242
3/19/2014,1.003589584
3/20/2014,0.983491009
3/24/2014,1.01765082
3/25/2014,0.996400118
3/26/2014,1.003741872
3/27/2014,1.010066166
3/28/2014,1.00500179
3/31/2014,1.008968395
4/1/2014,0.997582934
4/2/2014,1.010433355
4/3/2014,1.008400701
4/4/2014,0.999461888
4/7/2014,0.983077282
4/8/2014,0.986361552
4/9/2014,0.978969537
4/10/2014,1.000030049
4/11/2014,0.976219059
4/14/2014,0.996426256
4/15/2014,1.006229218
4/16/2014,1.030069004
4/17/2014,0.999989637
4/18/2014,1.006848556
4/21/2014,0.999732049
4/22/2014,0.99148242
4/23/2014,1.010946037
4/24/2014,0.990287593
4/25/2014,1.0016848
4/28/2014,0.990226159
4/29/2014,1
4/30/2014,1.001111396
5/1/2014,1.012655071
5/2/2014,0.998093209
5/6/2014,1
5/7/2014,0.970668561
5/8/2014,1.009287102
5/9/2014,1.00252825
5/12/2014,0.99647382
5/13/2014,1.019500372
5/14/2014,0.998635698
5/15/2014,0.99253425
